age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,gripforce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class,height_m,bmi
29.0,M,174.3,84.3,22.9,66.0,115.0,51.6,8.1,56.0,223.0,C,1.743,27.74807121280795
29.0,M,173.0,73.8,19.9,86.0,157.0,47.9,12.6,53.0,253.0,B,1.73,24.65835811420361
24.0,F,155.4,53.7,28.8,63.0,110.0,26.0,24.1,47.0,191.0,A,1.554,22.23679829857436
31.0,M,175.8,71.3,18.1,73.0,128.0,31.4,15.0,45.0,198.0,C,1.758,23.070222781343467
64.0,M,171.6,55.5,11.9,80.0,140.0,28.4,9.8,21.0,183.0,C,1.716,18.847702414135984
47.0,F,159.8,47.7,26.3,74.0,106.0,26.3,13.0,32.0,161.0,C,1.598,18.679482018355234
53.0,M,173.1,73.5,21.9,87.0,144.0,41.7,5.5,39.0,198.0,C,1.7309999999999999,24.52975459232049
26.0,M,183.4,77.8,8.7,81.0,136.0,54.1,18.8,55.0,253.0,A,1.834,23.130282355935204
23.0,M,171.1,64.8,14.8,83.0,128.0,38.2,12.3,55.0,241.0,D,1.7109999999999999,22.13476863189026
21.0,M,175.4,68.1,17.8,63.0,123.0,41.3,22.4,47.0,226.0,C,1.754,22.135428517192825
28.0,M,179.0,80.6,10.7,85.0,149.0,49.6,17.7,57.0,247.0,A,1.79,25.155269810555225
45.0,M,173.0,65.54,11.9,100.0,142.0,59.1,22.7,47.0,239.0,A,1.73,21.89849310033747
46.0,F,159.7,49.3,27.2,73.0,121.0,19.3,28.2,31.0,172.0,B,1.597,19.330232915583345
30.0,M,166.8,70.3,17.8,59.0,89.0,54.2,19.2,60.0,234.0,A,1.6680000000000001,25.267555739580988
58.0,M,170.6,73.6,25.9,99.0,151.0,30.2,14.2,35.0,176.0,D,1.706,25.28830731890342
22.0,M,167.2,64.0,18.5,75.0,111.0,35.2,14.5,57.0,200.0,B,1.672,22.893248780934503
37.0,M,173.5,80.6,19.8,68.0,114.0,54.2,21.9,50.0,260.0,A,1.735,26.775407153950283
37.0,M,166.2,75.6,14.8,73.0,140.0,47.3,17.5,49.0,246.0,A,1.662,27.369052118494963
32.0,M,165.7,76.6,26.0,97.0,153.0,44.3,13.4,49.0,199.0,B,1.6569999999999998,27.89868624867928
33.0,M,183.1,75.3,20.7,94.0,140.0,31.3,2.5,35.0,194.0,D,1.831,22.460441435666645
25.0,M,182.5,71.1,15.6,77.0,119.0,51.2,18.6,42.0,224.0,C,1.825,21.347344717583034
24.0,M,175.3,72.3,15.0,95.0,152.0,33.4,23.0,45.0,240.0,C,1.7530000000000001,23.527428653804787
24.0,M,183.1,77.6,16.5,78.0,108.0,48.0,10.5,51.0,231.0,C,1.831,23.146484135560843
27.0,M,170.4,66.1,15.9,88.0,139.0,47.1,29.1,53.0,238.0,A,1.704,22.764718199651742
29.0,F,168.8,51.0,23.2,58.0,110.0,30.1,22.8,43.0,167.0,A,1.6880000000000002,17.898856719300998
63.0,F,157.4,48.2,17.5,92.0,149.0,25.4,28.0,27.0,157.0,A,1.574,19.455284329696838
49.0,M,170.4,75.9,25.7,86.0,131.0,33.8,3.5,30.0,187.0,D,1.704,26.139820141506316
27.0,M,171.7,77.3,15.1,76.0,139.0,48.4,24.3,59.0,255.0,A,1.7169999999999999,26.220375300745673
27.0,M,164.7,59.1,30.5,81.0,144.0,26.8,24.1,41.0,151.0,D,1.6469999999999998,21.787142931399263
26.0,M,170.7,71.84,22.0,91.0,148.0,45.5,18.9,54.0,242.0,A,1.7069999999999999,24.65467496771453
51.0,F,160.4,60.7,35.2,58.0,117.0,24.7,16.4,4.0,123.0,D,1.604,23.592825915261717
26.0,M,176.0,72.4,17.4,73.0,129.0,49.0,19.6,75.0,242.0,A,1.76,23.372933884297524
37.0,M,162.5,57.7,12.8,81.0,122.0,38.6,15.5,59.0,221.0,A,1.625,21.8508875739645
23.0,M,177.0,80.8,17.2,79.0,139.0,54.2,8.0,51.0,235.0,C,1.77,25.79080085543745
60.0,M,168.1,60.1,9.9,84.0,134.0,42.2,16.4,32.0,222.0,A,1.681,21.268606934556743
61.0,M,158.6,64.3,23.9,78.0,137.0,33.2,8.5,25.0,167.0,B,1.5859999999999999,25.5625754354384
63.0,F,159.9,61.3,35.3,64.0,129.0,20.1,19.1,19.0,118.0,C,1.599,23.97527222494046
21.0,F,154.4,54.2,32.9,95.0,128.0,30.2,16.4,43.0,117.0,B,1.544,22.735509678112162
60.0,M,167.6,68.1,27.7,65.0,119.0,40.5,-3.2,19.0,151.0,D,1.676,24.24371016341898
48.0,F,168.8,46.1,26.0,75.0,116.0,24.0,24.7,32.0,174.0,C,1.6880000000000002,16.17916264234855
38.0,F,156.5,49.5,26.2,75.0,119.0,26.5,17.9,32.0,166.0,B,1.565,20.21047474201023
21.0,F,170.2,65.8,27.1,77.0,117.0,26.9,19.8,40.0,177.0,C,1.702,22.7146883254787
47.0,F,172.0,57.66,20.5,60.0,104.0,25.2,26.7,19.0,169.0,C,1.72,19.490265008112495
50.0,M,170.4,69.5,25.1,84.0,129.0,37.5,14.9,36.0,205.0,B,1.704,23.93567193458088
33.0,M,179.6,75.9,18.7,75.0,108.0,47.0,16.4,39.0,243.0,C,1.796,23.530389234180387
40.0,F,173.2,65.22,27.4,67.0,111.0,28.4,17.8,31.0,176.0,C,1.732,21.741275488161975
35.0,M,165.6,88.5,40.1,87.0,136.0,33.9,7.4,6.0,151.0,D,1.656,32.27175663376042
41.0,M,170.6,70.3,20.1,95.0,145.0,48.2,14.2,41.0,189.0,B,1.706,24.15445658313737
22.0,M,171.4,56.6,17.0,76.0,114.0,27.9,15.0,48.0,259.0,D,1.714,19.26614373496322
46.0,M,170.3,69.6,21.1,70.0,130.0,45.3,12.4,38.0,193.0,C,1.703,23.99827046947306
27.0,M,162.6,79.6,35.6,68.0,114.0,18.7,-3.6,17.0,101.0,D,1.626,30.107312143232136
50.0,F,159.4,61.3,31.3,93.0,150.0,27.7,18.3,15.0,136.0,C,1.594,24.125917611368855
32.0,M,183.8,96.2,23.6,77.0,147.0,61.0,7.6,51.0,204.0,C,1.838,28.47633267460846
35.0,F,159.9,56.5,22.5,75.0,128.0,45.5,24.1,26.0,159.0,D,1.599,22.09792627584235
31.0,M,177.2,101.1,32.0,99.0,155.0,45.0,9.5,42.0,213.0,D,1.7719999999999998,32.197616293586215
40.0,M,169.8,86.4,30.4,97.0,153.0,49.2,2.9,27.0,191.0,D,1.6980000000000002,29.96666208842662
24.0,F,154.4,49.52,32.0,55.0,118.0,22.9,20.4,35.0,178.0,B,1.544,20.77236972804639
33.0,M,181.7,81.2,21.7,79.0,125.0,54.4,15.5,43.0,226.0,C,1.817,24.5949630606069
31.0,M,171.5,61.0,16.8,76.0,130.0,33.3,21.0,51.0,218.0,B,1.715,20.73965779564637
26.0,F,159.2,51.98,31.5,81.0,118.0,24.2,24.5,29.0,148.0,C,1.5919999999999999,20.509267442741347
23.0,F,157.1,57.7,33.7,67.0,106.0,29.0,33.0,33.0,153.0,C,1.571,23.37886607232214
22.0,F,155.0,51.5,23.6,70.0,122.0,31.7,16.8,32.0,136.0,C,1.55,21.436004162330903
21.0,M,177.3,69.9,13.3,74.0,147.0,32.3,7.7,49.0,215.0,C,1.7730000000000001,22.23615560728086
30.0,M,177.0,74.8,21.0,76.0,129.0,45.1,5.7,55.0,214.0,C,1.77,23.875642376073284
21.0,F,159.9,53.5,27.9,62.0,103.0,24.2,18.7,36.0,154.0,B,1.599,20.92458505765603
21.0,F,166.8,57.9,27.2,78.0,130.0,29.7,16.5,57.0,179.0,B,1.6680000000000001,20.81068957783413
50.0,F,164.8,60.2,23.6,58.0,106.0,24.7,20.4,13.0,146.0,C,1.6480000000000001,22.16573192572344
21.0,M,182.4,76.1,22.2,86.0,135.0,39.1,19.5,46.0,226.0,C,1.824,22.873624576792857
39.0,M,183.2,98.76,27.0,99.0,159.0,48.8,9.9,33.0,205.0,D,1.8319999999999999,29.42592627905647
46.0,F,166.8,64.5,20.3,90.0,134.0,28.7,12.7,18.0,161.0,C,1.6680000000000001,23.182892534892943
22.0,M,166.5,67.0,22.2,72.0,133.0,37.8,17.2,63.0,237.0,A,1.665,24.168312456600745
34.0,M,171.7,81.1,24.1,77.0,126.0,40.0,10.3,38.0,236.0,C,1.7169999999999999,27.50934588474093
61.0,F,153.8,52.3,28.0,80.0,124.0,27.7,17.4,18.0,124.0,B,1.538,22.11001401850984
58.0,M,163.0,57.5,9.963,94.0,138.0,39.5,22.9,48.0,180.0,A,1.63,21.64176295682939
47.0,M,167.1,74.6,22.2,98.0,140.0,44.0,12.7,46.0,192.0,B,1.671,26.71689155771296
59.0,F,157.0,50.7,36.4,85.0,154.0,25.9,18.9,20.0,155.0,B,1.57,20.568785751957485
25.0,M,171.4,69.0,18.3,99.0,130.0,40.0,10.9,50.0,239.0,B,1.714,23.486995012587666
24.0,F,177.4,62.7,23.4,86.0,139.0,30.8,21.5,49.0,213.0,A,1.774,19.92325574596864
59.0,F,159.0,58.4,32.8,90.0,148.0,24.8,25.0,12.0,127.0,C,1.59,23.10035204303627
29.0,M,178.9,83.1,13.8,81.0,148.0,52.9,21.2,55.0,254.0,A,1.7890000000000001,25.964522651155853
22.0,M,178.4,86.8,24.4,79.0,152.0,44.7,-6.9,38.0,233.0,D,1.784,27.27281867723059
37.0,M,171.5,89.2,30.2,83.0,145.0,47.6,11.8,36.0,199.0,D,1.715,30.32749959625666
62.0,F,161.9,61.6,31.4,82.0,132.0,24.4,20.5,15.0,98.0,D,1.619,23.501036372813424
32.0,F,164.8,69.6,33.2,91.0,142.0,29.4,15.5,28.0,174.0,D,1.6480000000000001,25.62682627957394
51.0,M,171.5,68.8,24.3,68.0,103.0,29.5,-2.0,20.0,175.0,D,1.715,23.391614038368363
41.0,M,179.7,72.2,18.6,97.0,145.0,46.8,14.9,45.0,245.0,B,1.797,22.358416565790574
23.0,M,172.3,80.2,23.3,90.0,130.0,55.2,21.6,54.0,219.0,C,1.723,27.01492793717446
52.0,F,152.8,46.2,20.0,61.0,109.0,24.5,27.0,29.0,165.0,A,1.528,19.787697705655
24.0,F,167.6,71.9,29.0,65.0,129.0,42.6,24.5,44.0,178.0,A,1.676,25.596516310570117
22.0,M,175.8,69.66,13.3,70.0,127.0,44.8,18.7,52.0,262.0,B,1.758,22.53957530081888
25.0,F,161.6,45.4,27.9,64.0,123.0,24.3,21.3,60.0,179.0,A,1.6159999999999999,17.384937751200866
39.0,F,158.5,53.6,26.4,74.0,116.0,21.3,25.9,31.0,171.0,A,1.585,21.335668580640668
28.0,M,175.4,60.6,13.5,76.0,123.0,44.4,17.5,53.0,227.0,A,1.754,19.697605993272912
21.0,M,179.6,89.4,13.5,85.0,158.0,57.9,29.4,59.0,270.0,A,1.796,27.715636331168994
63.0,M,163.2,56.8,22.5,94.0,158.0,31.7,9.4,30.0,178.0,B,1.632,21.3259323337178
62.0,F,157.2,50.4,26.7,83.0,140.0,29.4,19.8,18.0,159.0,A,1.5719999999999998,20.3950818716858
64.0,M,169.8,66.9,21.1,83.0,146.0,36.0,15.6,34.0,175.0,A,1.6980000000000002,23.20335293652478
29.0,M,173.9,75.1,16.1,90.0,159.0,55.3,16.0,47.0,245.0,B,1.739,24.833662409672094
62.0,F,152.5,60.1,34.9,83.0,150.0,23.1,17.7,13.0,127.0,B,1.525,25.842515452835265
29.0,M,171.4,75.88,27.3,88.0,146.0,39.7,23.8,45.0,201.0,D,1.714,25.828886689205103
30.0,M,172.5,67.4,12.7,85.0,130.0,45.8,16.6,54.0,255.0,B,1.725,22.6507036336904
22.0,M,171.2,67.1,13.6,69.0,141.0,52.1,16.2,72.0,275.0,A,1.712,22.893647916848632
61.0,F,153.8,50.0,27.3,65.0,124.0,24.7,13.8,23.0,125.0,C,1.538,21.137680706032356
23.0,M,185.7,108.9,29.2,97.0,151.0,46.6,6.2,35.0,208.0,D,1.857,31.5794143976031
54.0,F,159.1,64.22,36.9,75.0,131.0,24.6,19.8,5.0,133.0,D,1.591,25.370553486554833
61.0,F,154.4,52.3,31.7,76.0,155.0,23.2,18.2,18.0,133.0,B,1.544,21.93850841633332
60.0,F,157.7,60.3,33.8,99.0,138.0,19.3,18.3,22.0,110.0,D,1.577,24.24677182179306
63.0,F,154.5,64.5,44.5,100.0,158.0,25.6,16.7,12.0,108.0,B,1.545,27.021082728500957
40.0,F,158.0,53.8,25.8,78.0,115.0,28.6,17.0,29.0,170.0,B,1.58,21.551033488223037
54.0,M,167.1,64.6,19.1,72.0,139.0,37.5,14.0,46.0,201.0,B,1.671,23.135538801987362
27.0,M,179.0,72.52,11.4,85.0,132.0,50.9,15.9,53.0,252.0,A,1.79,22.633500827065323
39.0,M,176.0,67.9,18.1,93.0,141.0,41.7,5.5,35.0,237.0,C,1.76,21.92019628099174
52.0,F,161.8,69.3,49.3,66.0,123.0,23.9,0.1,21.0,101.0,D,1.618,26.471356693318825
22.0,F,159.9,59.8,23.5,85.0,127.0,33.5,22.0,46.0,188.0,A,1.599,23.3886016158473
25.0,M,176.6,70.8,8.8,74.0,121.0,36.3,17.0,55.0,248.0,C,1.766,22.701359131653774
40.0,M,178.9,73.8,11.5,70.0,110.0,45.0,13.4,34.0,194.0,C,1.7890000000000001,23.058745747957904
29.0,M,174.3,75.5,9.4,71.0,142.0,43.4,20.8,60.0,256.0,B,1.743,24.851475404116258
43.0,M,161.8,68.4,24.3,95.0,145.0,41.8,13.5,46.0,197.0,B,1.618,26.12757284015884
26.0,F,166.0,66.1,26.7,74.0,141.0,32.7,14.1,44.0,172.0,B,1.66,23.987516330381766
26.0,F,164.9,59.5,25.6,75.0,123.0,32.9,16.7,44.0,198.0,B,1.649,21.88142766937788
32.0,F,157.6,49.44,22.3,74.0,120.0,32.4,15.5,40.0,125.0,B,1.5759999999999998,19.905176634285866
24.0,M,177.3,70.8,18.8,70.0,142.0,38.6,7.0,56.0,196.0,C,1.7730000000000001,22.522458039992628
55.0,F,154.7,54.9,33.3,86.0,149.0,18.3,23.5,19.0,139.0,D,1.547,22.939910388102337
32.0,M,183.9,87.6,29.3,96.0,146.0,46.6,10.4,36.0,201.0,D,1.839,25.902438288771382
44.0,M,173.8,76.6,19.9,88.0,157.0,34.9,10.0,42.0,214.0,C,1.7380000000000002,25.35883076588965
54.0,F,153.4,62.6,31.9,70.0,158.0,27.7,18.0,26.0,164.0,B,1.534,26.602571185250785
26.0,M,176.5,70.3,22.3,66.0,112.0,44.0,27.0,45.0,206.0,C,1.765,22.566588288165384
63.0,F,158.4,76.4,39.8,72.0,111.0,20.2,28.5,10.0,105.0,D,1.584,30.44969901030507
43.0,F,153.2,51.7,27.2,62.0,113.0,26.7,15.6,31.0,160.0,B,1.5319999999999998,22.027895752237736
61.0,F,150.7,50.2,27.5,71.0,129.0,22.9,19.6,8.0,122.0,C,1.507,22.104322716066456
52.0,M,178.1,76.5,21.1,80.0,117.0,52.0,15.4,38.0,200.0,A,1.781,24.11757269398962
25.0,M,172.9,69.7,19.4,90.0,115.0,45.7,14.3,31.0,211.0,D,1.729,23.315395754590906
27.0,F,165.8,64.1,32.3,83.0,122.0,27.6,21.7,52.0,172.0,B,1.6580000000000001,23.31787538869188
26.0,M,178.5,81.2,13.9,90.0,140.0,48.7,17.5,49.0,234.0,B,1.785,25.48470368539573
21.0,F,171.0,64.26,24.7,74.0,122.0,24.5,14.9,44.0,186.0,C,1.71,21.975992613111732
28.0,M,175.5,80.0,14.1,64.0,122.0,50.1,19.2,57.0,254.0,B,1.755,25.973815147604324
21.0,M,169.7,69.7,22.1,76.0,134.0,32.4,19.4,57.0,231.0,D,1.6969999999999998,24.202994018006063
61.0,F,154.3,41.4,23.0,65.0,121.0,25.8,23.0,21.0,123.0,A,1.5430000000000001,17.388755019742952
21.0,M,167.4,74.9,16.4,77.0,139.0,44.9,21.6,63.0,252.0,A,1.6740000000000002,26.728273731780877
21.0,F,163.3,54.1,24.3,71.0,123.0,28.0,30.8,47.0,199.0,A,1.633,20.287330093610468
27.0,M,182.3,83.2,18.1,84.0,145.0,41.9,11.3,47.0,237.0,B,1.8230000000000002,25.035137959558018
21.0,M,174.9,70.3,20.6,61.0,105.0,45.8,8.0,45.0,210.0,C,1.749,22.98135894692417
27.0,F,166.5,58.5,19.7,79.0,125.0,31.4,22.0,32.0,150.0,B,1.665,21.102183264345424
32.0,F,162.7,54.7,28.5,96.0,144.0,24.8,12.0,34.0,146.0,C,1.6269999999999998,20.663896621585128
22.0,F,155.1,59.9,29.5,72.0,116.0,30.5,21.8,54.0,177.0,A,1.551,24.900222439215813
48.0,F,157.0,59.3,37.7,98.0,152.0,18.8,15.0,2.0,134.0,D,1.57,24.05777110633291
58.0,F,160.6,55.8,28.6,73.0,119.0,20.3,20.3,25.0,147.0,B,1.6059999999999999,21.63431341684127
32.0,M,172.8,77.3,20.7,95.0,155.0,46.0,22.6,47.0,229.0,B,1.7280000000000002,25.887613597393685
62.0,M,172.0,65.2,19.7,99.0,181.0,32.0,2.0,38.0,187.0,D,1.72,22.03893996755003
56.0,M,168.6,73.8,25.7,75.0,130.0,43.7,16.9,51.0,213.0,B,1.686,25.96218386291967
60.0,M,171.0,77.3,19.7,93.0,156.0,46.2,22.2,33.0,193.0,A,1.71,26.43548442255737
31.0,F,168.0,58.9,27.4,76.0,118.0,28.7,21.1,36.0,175.0,A,1.68,20.868764172335602
28.0,M,180.6,70.3,19.3,60.0,124.0,42.6,12.0,45.0,240.0,B,1.806,21.55360070835617
24.0,M,181.4,88.8,17.5,86.0,140.0,45.8,7.2,44.0,247.0,C,1.814,26.98599281102876
27.0,M,174.3,66.2,8.7,97.0,154.0,42.1,16.3,67.0,256.0,A,1.743,21.790300288112533
36.0,M,174.5,76.8,25.4,77.0,117.0,38.6,6.2,51.0,219.0,D,1.745,25.221467804041016
63.0,M,168.4,61.5,19.2,87.0,157.0,35.9,14.6,26.0,163.0,B,1.6840000000000002,21.68657364830936
23.0,M,173.3,90.4,29.4,75.0,148.0,34.2,3.6,43.0,179.0,D,1.733,30.100333334554215
51.0,M,169.4,72.6,23.7,99.0,152.0,38.0,15.7,36.0,189.0,D,1.694,25.2993759487266
24.0,F,164.1,49.38,19.1,69.0,112.0,28.5,21.1,46.0,171.0,A,1.641,18.337238073275426
25.0,F,157.6,59.8,32.6,60.0,105.0,27.2,19.1,51.0,170.0,B,1.5759999999999998,24.076245200855478
22.0,F,167.9,53.9,22.9,69.0,96.0,36.9,22.9,47.0,190.0,C,1.679,19.119977325622433
41.0,F,156.3,52.7,31.2,63.0,101.0,20.7,26.8,40.0,149.0,B,1.5630000000000002,21.57211163956644
22.0,M,176.0,79.6,25.5,100.0,156.0,51.7,19.3,56.0,277.0,A,1.76,25.697314049586776
40.0,F,166.0,58.5,25.8,83.0,123.0,31.0,22.0,33.0,156.0,A,1.66,21.2294962984468
36.0,M,173.0,73.9,16.9,71.0,109.0,50.0,21.0,60.0,240.0,A,1.73,24.691770523572455
59.0,M,175.0,70.6,19.2,91.0,150.0,40.6,12.2,30.0,179.0,C,1.75,23.053061224489795
32.0,M,175.0,65.5,17.9,94.0,129.0,42.2,18.3,52.0,245.0,A,1.75,21.387755102040817
64.0,M,167.7,73.8,29.7,81.0,136.0,39.5,6.4,30.0,185.0,D,1.6769999999999998,26.24159548900574
41.0,M,168.3,63.3,14.7,73.0,115.0,45.3,17.0,44.0,215.0,A,1.683,22.347836125753705
26.0,M,180.6,80.1,7.9,72.0,134.0,57.3,21.0,51.0,261.0,A,1.806,24.558227834129863
23.0,F,160.6,58.3,29.3,69.0,124.0,33.4,20.9,39.0,175.0,A,1.6059999999999999,22.603592691789355
63.0,F,153.5,58.16,38.0,64.0,149.0,23.1,-2.1,11.0,98.0,D,1.535,24.683551019108958
58.0,F,154.8,57.36,27.8,95.0,148.0,22.7,18.5,26.0,128.0,B,1.548,23.93686276866374
40.0,M,178.9,76.9,19.5,68.0,119.0,43.0,16.2,49.0,232.0,A,1.7890000000000001,24.02733804902389
39.0,M,180.9,79.7,17.8,70.0,132.0,41.5,16.1,43.0,227.0,C,1.8090000000000002,24.354610462215057
29.0,F,161.1,73.52,39.3,74.0,125.0,27.7,20.5,30.0,178.0,D,1.611,28.32790240590663
60.0,M,174.5,75.1,25.6,74.0,123.0,36.8,11.8,32.0,174.0,B,1.745,24.663180105253648
44.0,M,172.7,82.7,29.8,77.0,131.0,46.5,-11.0,30.0,215.0,D,1.7269999999999999,27.72814614711207
30.0,F,166.3,55.2,24.2,70.0,116.0,27.2,19.1,47.0,173.0,A,1.663,19.959726190161952
57.0,F,153.5,52.9,30.1,66.0,102.0,21.5,20.6,31.0,124.0,B,1.535,22.451166590626958
46.0,F,162.3,60.3,28.1,79.0,125.0,17.6,17.4,21.0,142.0,C,1.6230000000000002,22.89181737113102
54.0,M,160.4,57.1,15.7,82.0,121.0,45.0,24.0,55.0,208.0,A,1.604,22.193580885691006
21.0,F,160.3,48.7,26.7,70.0,107.0,27.3,18.8,32.0,175.0,B,1.6030000000000002,18.95229974677081
25.0,M,176.3,80.0,29.0,99.0,150.0,44.1,-0.9,32.0,175.0,D,1.7630000000000001,25.738626181523586
27.0,F,154.7,46.8,28.4,66.0,121.0,22.3,7.5,15.0,150.0,D,1.547,19.555333445595434
53.0,F,158.4,51.7,22.7,70.0,110.0,24.5,20.4,30.0,155.0,A,1.584,20.605359147025812
21.0,M,183.1,82.8,21.2,70.0,115.0,52.3,18.2,55.0,254.0,C,1.831,24.697537196191213
27.0,M,170.3,73.1,18.4,74.0,123.0,41.6,0.8,44.0,208.0,D,1.703,25.205080047679317
27.0,M,148.0,66.3,10.7,84.0,122.0,43.5,22.0,56.0,250.0,A,1.48,30.268444119795472
47.0,F,155.6,66.8,36.1,97.0,142.0,26.6,-1.3,18.0,143.0,D,1.556,27.590354279974356
35.0,M,182.2,82.0,25.9,75.0,124.0,50.8,-5.0,45.0,184.0,D,1.8219999999999998,24.70114625367957
64.0,M,167.8,64.2,20.0,96.0,158.0,42.6,18.6,28.0,180.0,B,1.6780000000000002,22.800854073113314
62.0,M,170.2,59.9,17.3,60.0,111.0,32.9,16.2,29.0,145.0,B,1.702,20.677960952829395
30.0,M,175.5,75.1,21.6,87.0,118.0,44.3,19.8,45.0,228.0,B,1.755,24.38291896981356
56.0,M,179.9,84.2,24.7,91.0,135.0,48.7,17.3,37.0,198.0,A,1.7990000000000002,26.016553572934868
25.0,M,175.1,64.8,6.9,65.0,118.0,42.0,19.8,49.0,252.0,B,1.751,21.135022460853733
22.0,M,175.0,82.3,26.6,80.0,142.0,40.2,8.6,55.0,207.0,D,1.75,26.8734693877551
26.0,M,179.3,84.3,19.3,87.0,150.0,45.9,9.8,52.0,211.0,C,1.7930000000000001,26.22207139433298
59.0,F,161.9,56.1,22.9,71.0,133.0,32.8,23.7,32.0,147.0,A,1.619,21.402729553812225
38.0,M,168.3,64.68,24.1,93.0,152.0,41.6,7.8,39.0,208.0,C,1.683,22.8350401360782
25.0,M,167.0,88.0,26.8,65.0,117.0,45.7,8.4,40.0,198.0,D,1.67,31.553659148768332
30.0,F,160.8,63.3,35.5,78.0,126.0,33.7,21.7,36.0,161.0,A,1.608,24.48113908071582
37.0,M,180.9,87.0,24.2,64.0,120.0,48.2,16.6,51.0,233.0,C,1.8090000000000002,26.58533387970778
22.0,F,160.5,53.6,32.5,60.0,99.0,22.9,18.0,32.0,130.0,B,1.605,20.80725148241962
40.0,F,162.7,55.5,29.0,64.0,112.0,28.4,29.4,37.0,134.0,C,1.6269999999999998,20.966110831772845
62.0,M,174.9,71.9,23.1,87.0,150.0,36.4,-15.1,20.0,162.0,D,1.749,23.504405523241083
51.0,M,165.9,59.9,16.7,60.0,111.0,35.0,18.0,41.0,181.0,A,1.659,21.76376612707787
56.0,F,164.0,71.4,37.7,62.0,104.0,26.7,24.1,16.0,102.0,B,1.64,26.546698393813212
62.0,F,150.0,50.7,39.3,89.0,150.0,20.4,17.0,14.0,123.0,B,1.5,22.533333333333335
50.0,F,158.5,66.7,30.5,87.0,158.0,24.7,14.8,15.0,142.0,C,1.585,26.550169670312176
31.0,F,159.1,45.5,22.2,72.0,111.0,18.6,18.3,37.0,151.0,C,1.591,17.97508850261982
57.0,M,173.7,67.7,19.4,93.0,158.0,40.7,16.3,36.0,220.0,B,1.7369999999999999,22.438252547338255
23.0,M,177.8,61.7,12.0,71.0,117.0,41.9,11.3,44.0,227.0,C,1.778,19.51738597354746
28.0,M,178.3,73.5,12.7,91.0,147.0,37.4,16.9,55.0,258.0,A,1.7830000000000001,23.119830869786906
44.0,F,165.8,62.0,24.6,60.0,105.0,28.3,14.8,21.0,142.0,C,1.6580000000000001,22.553951233992148
31.0,F,169.6,51.3,19.4,80.0,126.0,29.1,14.2,29.0,176.0,B,1.696,17.834694286222856
21.0,M,163.8,61.18,22.1,79.0,125.0,39.4,12.2,46.0,200.0,C,1.6380000000000001,22.802458699894597
24.0,M,172.2,65.8,13.0,52.0,121.0,36.7,18.0,46.0,233.0,C,1.722,22.19011737155699
22.0,F,166.8,63.0,25.7,62.0,100.0,30.5,24.7,45.0,188.0,C,1.6680000000000001,22.64375549919776
27.0,M,182.0,83.9,17.8,78.0,144.0,56.1,14.0,56.0,240.0,C,1.82,25.329066537857745
33.0,F,169.2,67.3,31.2,70.0,122.0,25.0,19.6,40.0,155.0,B,1.692,23.507927725522418
23.0,M,169.7,71.68,29.7,87.0,134.0,37.5,22.2,30.0,198.0,D,1.6969999999999998,24.89053961564813
36.0,M,180.8,79.3,19.6,72.0,147.0,55.0,21.4,50.0,227.0,A,1.808,24.2591921841961
47.0,M,165.1,60.9,14.8,99.0,147.0,43.0,20.4,47.0,200.0,A,1.651,22.34205651843256
43.0,F,158.4,50.9,25.4,64.0,104.0,22.4,16.4,31.0,143.0,B,1.584,20.2865141312111
52.0,M,153.5,48.9,24.8,88.0,153.0,24.7,-7.1,31.0,140.0,D,1.535,20.75353584653418
39.0,F,161.4,63.1,32.8,63.0,100.0,34.1,5.5,12.0,148.0,D,1.614,24.22268594654272
27.0,M,176.1,91.8,35.0,82.0,140.0,40.5,-17.3,32.0,181.0,D,1.761,29.602198688796733
46.0,M,171.2,60.0,15.3,71.0,122.0,42.9,13.5,49.0,188.0,B,1.712,20.4712201939034
45.0,M,175.1,71.7,19.7,82.0,129.0,46.6,14.8,41.0,206.0,B,1.751,23.385510963629827
30.0,F,164.4,52.7,19.9,88.0,120.0,27.1,29.3,42.0,183.0,A,1.6440000000000001,19.498759775279566
21.0,M,168.3,72.7,20.1,90.0,133.0,48.1,13.1,44.0,218.0,C,1.683,25.66647213810892
46.0,M,164.4,63.6,23.4,70.0,115.0,36.0,42.0,42.0,210.0,A,1.6440000000000001,23.531710089331696
31.0,F,161.4,53.8,26.3,64.0,99.0,24.5,22.7,58.0,148.0,C,1.614,20.65262288310615
22.0,F,163.5,60.4,34.0,80.0,125.0,22.4,10.6,38.0,173.0,C,1.635,22.594431819244544
35.0,F,160.2,57.2,30.1,92.0,143.0,27.5,21.0,44.0,150.0,A,1.6019999999999999,22.287995187039925
27.0,M,165.5,59.3,12.2,70.0,127.0,40.9,16.1,39.0,229.0,C,1.655,21.650039703909236
29.0,M,176.4,66.2,20.4,64.0,117.0,44.1,6.2,43.0,211.0,C,1.764,21.274571809071322
28.0,M,173.9,73.74,15.7,71.0,139.0,48.7,9.1,48.0,234.0,C,1.739,24.38394495458349
60.0,F,153.2,50.8,27.7,77.0,144.0,14.3,21.7,23.0,119.0,C,1.5319999999999998,21.644431416125276
25.0,F,153.4,51.1,23.9,60.0,110.0,27.0,23.9,39.0,179.0,A,1.534,21.71551737326382
